ts,n,min_w,max_w,mean_w,over_cap,over_cap10,over_cap20,junction_c
1789065226,20,53.0,306.0,86.1,0,0,0,44
1789065227,20,49.0,56.0,53.4,0,0,0,43
1789065228,20,53.0,68.0,55.5,0,0,0,42
1789065229,20,66.0,369.0,308.8,9,5,5,78
1789065230,20,320.0,339.0,329.2,7,0,0,79
1789065231,20,66.0,367.0,281.4,8,4,4,79
1789065232,20,317.0,344.0,329.6,8,2,0,79
1789065233,20,69.0,367.0,292.3,8,3,3,79
1789065234,20,297.0,358.0,326.8,9,2,1,81
1789065235,20,318.0,376.0,333.6,13,2,2,82
1789065236,20,65.0,376.0,290.4,12,10,6,82
1789065238,20,238.0,341.0,325.5,10,1,0,82
1789065239,20,66.0,388.0,268.1,9,4,3,49
1789065240,20,69.0,425.0,314.6,12,5,4,82
1789065241,20,295.0,436.0,334.4,12,3,2,78
1789065242,20,100.0,368.0,297.8,8,5,4,82
1789065243,20,294.0,360.0,332.6,11,3,2,83
1789065244,20,279.0,375.0,329.7,10,2,2,83
1789065245,20,71.0,367.0,300.9,10,6,3,83
1789065246,20,138.0,398.0,309.9,10,4,1,77
1789065247,20,171.0,356.0,311.6,11,4,2,77
1789065248,20,319.0,343.0,330.0,10,1,0,77
1789065249,20,324.0,337.0,329.4,9,0,0,77
1789065250,20,57.0,356.0,265.7,6,1,1,77
1789065251,20,314.0,359.0,330.9,8,2,1,77
1789065252,20,60.0,336.0,209.1,6,0,0,49
1789065253,20,57.0,65.0,59.0,0,0,0,47
1789065254,20,55.0,65.0,57.6,0,0,0,46
1789065255,20,65.0,374.0,237.6,9,5,5,81
1789065256,20,290.0,374.0,329.5,10,3,2,84
1789065257,20,231.0,363.0,324.6,9,4,3,82
1789065258,20,278.0,356.0,323.1,8,2,2,84
1789065259,20,192.0,368.0,317.6,8,4,3,85
1789065260,20,278.0,346.0,324.9,8,3,0,83
1789065261,20,316.0,347.0,330.9,9,4,0,84
1789065262,20,86.0,377.0,305.4,10,5,4,84
1789065263,20,316.0,344.0,330.2,11,1,0,84
1789065264,20,142.0,354.0,312.1,7,3,1,84
1789065265,20,311.0,355.0,330.9,10,4,2,84
1789065266,20,321.0,359.0,331.4,10,1,1,85
1789065267,20,166.0,363.0,310.4,7,5,3,85
1789065268,20,265.0,359.0,325.0,9,2,1,85
1789065269,20,319.0,373.0,333.2,11,2,2,84
1789065270,20,260.0,389.0,324.0,7,2,2,85
1789065271,20,176.0,363.0,310.6,8,4,3,75
1789065272,20,161.0,358.0,317.0,10,7,1,79
1789065273,20,60.0,334.0,271.4,3,0,0,78
1789065274,20,301.0,359.0,330.9,10,7,1,79
1789065275,20,319.0,336.0,330.2,11,0,0,79
1789065276,20,312.0,337.0,329.4,8,0,0,79
1789065277,20,254.0,342.0,324.2,7,2,0,79
1789065278,20,321.0,339.0,329.9,11,0,0,79
1789065280,20,323.0,333.0,328.9,8,0,0,79
1789065281,20,325.0,339.0,330.2,8,0,0,79
1789065282,20,325.0,339.0,330.4,11,0,0,79
1789065283,20,57.0,332.0,90.8,1,0,0,49
1789065284,20,57.0,60.0,58.5,0,0,0,48
1789065285,20,61.0,371.0,229.3,6,5,5,83
1789065286,20,241.0,377.0,324.6,9,2,1,85
1789065287,20,267.0,363.0,328.9,8,2,2,83
1789065288,20,187.0,375.0,323.8,9,4,2,84
1789065289,20,214.0,373.0,324.4,11,5,4,87
1789065290,20,314.0,362.0,329.8,8,1,1,84
1789065291,20,295.0,348.0,330.4,13,2,0,85
1789065292,20,79.0,370.0,309.1,8,4,3,84
1789065293,20,265.0,342.0,326.1,9,2,0,85
1789065294,20,92.0,378.0,313.2,9,3,2,82
1789065295,20,317.0,385.0,335.4,11,6,4,85
1789065296,20,303.0,365.0,329.4,10,2,1,85
1789065297,20,138.0,357.0,313.1,9,6,3,86
1789065298,20,315.0,340.0,330.1,7,0,0,85
1789065299,20,257.0,366.0,331.2,10,5,2,85
1789065301,20,222.0,385.0,323.1,11,6,5,85
1789065302,20,226.0,347.0,309.8,8,5,0,79
1789065303,20,318.0,339.0,329.7,11,0,0,79
1789065304,20,309.0,334.0,328.4,8,0,0,79
1789065305,20,325.0,334.0,329.3,10,0,0,79
1789065306,20,60.0,337.0,263.4,5,0,0,76
1789065307,20,236.0,347.0,324.4,9,2,0,79
1789065308,20,326.0,338.0,330.0,8,0,0,79
1789065309,20,61.0,337.0,301.2,8,0,0,54
1789065310,20,55.0,68.0,59.5,0,0,0,49
1789065311,20,55.0,59.0,57.0,0,0,0,48
1789065312,20,55.0,372.0,222.6,8,5,5,83
1789065313,20,300.0,352.0,327.7,8,1,1,79
1789065314,20,158.0,386.0,325.9,11,4,2,84
1789065315,20,272.0,387.0,330.4,10,3,3,85
1789065316,20,203.0,361.0,312.4,10,4,2,86
1789065317,20,307.0,378.0,333.4,9,2,2,85
1789065318,20,291.0,342.0,328.1,10,1,0,86
1789065320,20,290.0,362.0,330.8,11,3,2,84
1789065321,20,305.0,343.0,327.7,10,1,0,86
1789065322,20,71.0,381.0,314.5,10,5,3,84
1789065323,20,311.0,353.0,331.1,12,3,1,85
1789065324,20,260.0,363.0,326.9,10,2,1,74
1789065325,20,214.0,397.0,319.9,8,5,4,86
1789065326,20,272.0,377.0,331.1,9,3,2,86
1789065327,20,287.0,344.0,326.4,9,1,0,77
1789065328,20,254.0,363.0,323.6,9,5,2,87
1789065329,20,233.0,345.0,310.2,7,3,0,79
1789065330,20,302.0,336.0,328.6,9,0,0,79
1789065331,20,58.0,353.0,265.8,5,3,1,78
1789065332,20,286.0,333.0,327.8,11,0,0,79
1789065333,20,67.0,359.0,305.4,9,3,1,80
1789065335,20,309.0,334.0,328.4,8,0,0,79
1789065336,20,59.0,335.0,124.3,2,0,0,50
1789065337,20,57.0,67.0,60.6,0,0,0,48
1789065338,20,65.0,366.0,283.7,8,6,3,83
1789065339,20,287.0,367.0,328.2,7,2,2,83
1789065340,20,289.0,390.0,332.8,12,4,2,84
1789065341,20,265.0,376.0,326.9,7,1,1,81
1789065342,20,187.0,394.0,320.1,9,5,4,85
1789065343,20,305.0,341.0,328.9,9,1,0,85
1789065344,20,258.0,340.0,327.4,11,0,0,84
1789065345,20,151.0,371.0,311.6,9,3,3,85
1789065346,20,316.0,343.0,330.0,9,2,0,84
1789065347,20,89.0,376.0,313.8,11,5,4,86
1789065348,20,317.0,340.0,329.1,10,0,0,86
1789065349,20,305.0,339.0,326.5,8,0,0,85
1789065350,20,256.0,361.0,309.8,7,5,2,85
1789065351,20,314.0,386.0,330.9,9,1,1,86
1789065352,20,295.0,378.0,329.1,9,1,1,85
1789065353,20,89.0,383.0,321.6,12,6,4,86
1789065354,20,255.0,367.0,314.5,7,3,1,80
1789065355,20,241.0,341.0,319.6,8,2,0,79
1789065356,20,326.0,334.0,329.6,8,0,0,79
1789065357,20,324.0,336.0,329.9,10,0,0,79
1789065358,20,60.0,333.0,271.6,8,0,0,78
1789065359,20,236.0,343.0,324.9,12,2,0,79
1789065361,20,326.0,333.0,329.5,6,0,0,79
1789065362,20,245.0,343.0,323.5,9,3,0,79
1789065363,20,61.0,340.0,251.7,6,0,0,52
1789065364,20,57.0,63.0,59.9,0,0,0,49
1789065365,20,56.0,60.0,57.8,0,0,0,48
1789065366,20,57.0,367.0,230.7,6,5,5,82
1789065367,20,288.0,372.0,326.8,7,1,1,84
1789065368,20,275.0,361.0,328.2,7,1,1,83
1789065369,20,264.0,380.0,328.4,8,2,2,84
1789065370,20,203.0,370.0,318.6,9,6,3,86
1789065371,20,253.0,359.0,327.6,10,2,1,84
1789065372,20,311.0,375.0,331.6,8,4,1,85
1789065373,20,113.0,367.0,312.2,8,3,3,84
1789065374,20,274.0,359.0,328.7,10,2,1,84
1789065375,20,80.0,374.0,311.2,10,4,3,80
1789065376,20,315.0,367.0,335.4,13,5,3,85
1789065377,20,265.0,403.0,331.4,8,3,2,85
1789065378,20,249.0,356.0,307.2,7,3,1,83
1789065379,20,321.0,423.0,335.6,10,3,2,86
1789065380,20,241.0,360.0,323.5,6,3,1,85
1789065381,20,167.0,380.0,326.4,12,6,5,88
1789065382,20,242.0,356.0,323.9,7,4,1,84
1789065383,20,179.0,345.0,309.1,6,3,0,79
1789065384,20,213.0,334.0,323.2,8,0,0,77
1789065385,20,260.0,346.0,328.1,10,1,0,59
1789065386,20,56.0,358.0,282.6,9,5,2,79
1789065387,20,324.0,336.0,329.8,8,0,0,79
1789065388,20,325.0,337.0,330.2,9,0,0,79
1789065389,20,323.0,336.0,329.8,9,0,0,79
1789065391,20,310.0,342.0,329.6,8,1,0,79
1789065392,20,304.0,333.0,328.5,7,0,0,79
1789065393,20,326.0,340.0,329.9,6,0,0,79
1789065394,20,223.0,334.0,324.2,9,0,0,61
1789065395,20,57.0,63.0,60.5,0,0,0,49
1789065396,20,56.0,66.0,59.2,0,0,0,48
1789065397,20,68.0,372.0,266.4,9,4,4,82
1789065398,20,223.0,365.0,325.6,11,2,2,84
1789065399,20,253.0,378.0,326.4,10,2,1,86
1789065400,20,244.0,349.0,320.6,7,1,0,84
1789065401,20,166.0,365.0,320.2,11,5,5,84
1789065402,20,240.0,345.0,326.2,10,3,0,85
1789065403,20,318.0,362.0,332.1,9,4,2,85
1789065404,20,160.0,360.0,311.1,11,4,3,85
1789065405,20,270.0,349.0,327.3,9,2,0,85
1789065406,20,131.0,373.0,316.6,10,5,3,87
1789065407,20,312.0,372.0,333.1,10,2,2,86
1789065408,20,282.0,386.0,329.2,9,4,2,86
1789065409,20,198.0,354.0,309.4,10,3,1,85
1789065410,20,255.0,339.0,326.2,9,0,0,85
1789065411,20,314.0,375.0,335.6,10,3,3,86
1789065412,20,224.0,363.0,317.6,8,4,2,83
1789065413,20,185.0,353.0,305.2,6,2,1,75
1789065414,20,232.0,345.0,327.7,11,4,0,79
1789065415,20,324.0,337.0,329.9,11,0,0,79
1789065416,20,323.0,347.0,330.4,9,1,0,79
1789065417,20,313.0,347.0,329.8,8,1,0,79
1789065418,20,325.0,347.0,330.8,11,1,0,79
1789065419,20,61.0,349.0,264.1,5,3,0,78
1789065420,20,324.0,336.0,330.2,11,0,0,79
1789065421,20,61.0,347.0,297.4,9,3,0,76
1789065422,20,326.0,346.0,331.4,10,2,0,79
1789065424,20,321.0,337.0,329.3,9,0,0,79
1789065425,20,309.0,335.0,328.6,8,0,0,79
1789065426,20,296.0,337.0,328.1,9,0,0,79
1789065427,20,310.0,337.0,328.9,10,0,0,79
1789065428,20,61.0,338.0,295.1,8,0,0,54
1789065429,20,58.0,62.0,59.2,0,0,0,49
1789065430,20,56.0,81.0,60.6,0,0,0,48
1789065431,20,65.0,365.0,306.7,11,4,4,83
1789065432,20,277.0,380.0,331.4,9,3,2,84
1789065433,20,283.0,365.0,326.9,9,2,2,85
1789065434,20,290.0,366.0,331.1,9,4,3,85
1789065435,20,208.0,407.0,317.1,9,4,2,85
1789065436,20,293.0,337.0,326.1,8,0,0,85
1789065437,20,179.0,363.0,323.4,12,2,1,69
1789065438,20,94.0,368.0,317.6,11,4,4,86
1789065439,20,285.0,346.0,327.6,7,2,0,85
1789065440,20,183.0,360.0,320.1,9,4,3,85
1789065441,20,252.0,363.0,324.3,11,2,1,86
1789065442,20,315.0,347.0,330.4,8,3,0,86
1789065443,20,165.0,366.0,317.9,8,6,6,85
1789065444,20,291.0,365.0,331.4,8,5,1,86
1789065445,20,251.0,342.0,324.2,7,2,0,86
1789065446,20,163.0,367.0,319.9,10,4,1,86
1789065447,20,243.0,353.0,313.0,7,1,1,74
1789065448,20,294.0,348.0,330.9,10,4,0,79
1789065449,20,326.0,344.0,330.2,7,1,0,79
1789065450,20,327.0,332.0,329.9,11,0,0,79
1789065451,20,326.0,339.0,330.0,9,0,0,79
1789065452,20,60.0,338.0,273.0,6,0,0,81
1789065453,20,274.0,348.0,329.1,9,3,0,79
1789065454,20,258.0,349.0,316.2,7,3,0,79
1789065455,20,322.0,345.0,331.2,11,2,0,79
1789065456,20,129.0,352.0,310.1,11,6,1,86
1789065457,20,249.0,344.0,313.4,5,3,0,80
1789065458,20,326.0,337.0,330.1,10,0,0,80
1789065459,20,307.0,335.0,328.9,8,0,0,71
1789065460,20,312.0,339.0,330.1,9,0,0,79
1789065461,20,199.0,356.0,301.9,9,3,1,86
1789065462,20,202.0,344.0,316.6,9,4,0,80
1789065464,20,325.0,338.0,329.9,8,0,0,79
1789065465,20,324.0,337.0,330.2,11,0,0,80
1789065466,20,326.0,341.0,330.3,9,1,0,80
1789065467,20,325.0,344.0,330.9,9,2,0,79
1789065468,20,307.0,332.0,328.8,11,0,0,79
1789065469,20,320.0,336.0,329.2,8,0,0,80
1789065470,20,227.0,340.0,323.3,10,0,0,80
1789065471,20,317.0,336.0,329.6,8,0,0,80
1789065472,20,212.0,347.0,317.6,12,2,0,80
1789065473,20,91.0,343.0,309.1,6,1,0,79
1789065474,20,217.0,356.0,311.8,6,3,2,76
1789065475,20,261.0,345.0,322.9,10,4,0,80
1789065476,20,327.0,339.0,330.2,8,0,0,80
1789065477,20,247.0,339.0,324.1,11,0,0,80
1789065478,20,326.0,345.0,330.7,9,2,0,80
1789065479,20,325.0,344.0,330.2,6,1,0,80
1789065480,20,323.0,345.0,330.1,10,1,0,80
1789065481,20,60.0,337.0,280.9,8,0,0,53
1789065483,20,57.0,64.0,59.2,0,0,0,49
1789065484,20,66.0,371.0,248.8,8,6,5,83
1789065485,20,264.0,368.0,325.6,8,2,2,84
1789065486,20,259.0,366.0,327.8,7,3,1,82
1789065487,20,214.0,371.0,328.9,9,5,3,85
1789065488,20,134.0,371.0,309.4,9,3,2,86
1789065489,20,320.0,370.0,333.0,11,2,2,85
1789065490,20,304.0,348.0,329.6,10,1,0,85
1789065491,20,160.0,362.0,319.4,8,4,3,85
1789065492,20,300.0,364.0,329.4,9,3,1,86
1789065493,20,194.0,357.0,311.7,6,5,1,75
1789065494,20,301.0,407.0,335.5,12,5,3,86
1789065495,20,298.0,371.0,331.3,10,2,2,85
1789065496,20,251.0,386.0,314.7,7,3,3,84
1789065497,20,315.0,399.0,333.8,11,2,2,85
1789065498,20,281.0,353.0,328.1,10,4,1,85
1789065499,20,224.0,364.0,321.9,7,5,2,87
1789065500,20,282.0,354.0,327.7,12,5,1,83
1789065501,20,198.0,344.0,305.3,6,2,0,79
1789065502,20,323.0,344.0,330.2,10,1,0,79
1789065503,20,315.0,340.0,329.1,8,0,0,79
1789065504,20,326.0,339.0,329.8,7,0,0,79
1789065505,20,312.0,335.0,327.9,8,0,0,78
1789065506,20,112.0,344.0,318.5,11,3,0,79
1789065507,20,61.0,364.0,273.8,10,8,2,79
1789065508,20,325.0,342.0,330.8,10,2,0,79
1789065509,20,226.0,342.0,322.6,12,1,0,79
1789065510,20,325.0,339.0,329.8,7,0,0,79
1789065511,20,326.0,335.0,329.6,8,0,0,79
1789065512,20,313.0,337.0,329.1,7,0,0,70
1789065513,20,307.0,341.0,329.9,11,1,0,80
1789065514,20,65.0,364.0,302.1,7,3,3,76
1789065515,20,257.0,350.0,328.7,10,3,0,80
1789065516,20,320.0,339.0,329.9,8,0,0,80
1789065517,20,319.0,334.0,329.2,8,0,0,80
1789065518,20,324.0,337.0,329.6,6,0,0,80
1789065519,20,325.0,335.0,329.6,6,0,0,80
1789065520,20,326.0,337.0,330.1,9,0,0,80
1789065522,20,250.0,344.0,324.5,8,2,0,80
1789065523,20,59.0,344.0,229.2,5,1,0,52
1789065524,20,58.0,61.0,59.4,0,0,0,49
1789065525,20,61.0,372.0,147.4,4,4,4,81
1789065526,20,272.0,363.0,329.1,11,4,2,83
1789065527,20,277.0,429.0,332.6,12,3,3,84
1789065528,20,289.0,357.0,329.5,9,5,1,85
1789065529,20,280.0,358.0,328.7,7,4,1,85
1789065530,20,159.0,365.0,313.2,9,3,3,86
1789065531,20,262.0,342.0,327.1,10,2,0,85
1789065532,20,129.0,365.0,311.6,10,4,4,85
1789065533,20,300.0,375.0,331.7,9,4,1,85
1789065534,20,306.0,351.0,330.1,10,1,1,85
1789065535,20,94.0,401.0,320.4,9,6,5,86
1789065536,20,313.0,364.0,333.2,8,4,3,85
1789065537,20,162.0,347.0,320.9,8,1,0,74
1789065538,20,151.0,357.0,313.4,10,6,2,85
1789065539,20,253.0,349.0,326.6,9,3,0,86
1789065540,20,259.0,340.0,323.1,6,0,0,79
1789065541,20,152.0,373.0,319.0,11,6,2,87
1789065542,20,239.0,352.0,308.2,9,3,1,79
1789065543,20,326.0,340.0,330.1,9,0,0,79
1789065544,20,323.0,340.0,329.9,9,0,0,79
1789065545,20,326.0,334.0,329.6,8,0,0,79
1789065546,20,62.0,351.0,259.1,6,2,1,79
1789065547,20,324.0,335.0,330.2,12,0,0,79
1789065548,20,93.0,356.0,313.6,10,2,1,87
1789065549,20,208.0,344.0,319.4,9,1,0,80
1789065550,20,326.0,338.0,330.2,11,0,0,80
1789065551,20,320.0,353.0,330.0,8,1,1,79
1789065552,20,326.0,337.0,330.1,11,0,0,79
1789065553,20,322.0,335.0,329.6,10,0,0,80
1789065554,20,316.0,339.0,329.4,11,0,0,79
1789065555,20,325.0,342.0,329.9,9,1,0,80
1789065556,20,248.0,342.0,326.1,13,2,0,79
1789065557,20,325.0,336.0,329.6,10,0,0,80
1789065558,20,306.0,336.0,329.1,10,0,0,79
1789065559,20,307.0,336.0,328.9,8,0,0,80
1789065560,20,324.0,341.0,330.1,11,1,0,80
1789065561,20,326.0,336.0,329.9,7,0,0,81
1789065563,20,314.0,334.0,328.9,11,0,0,80
1789065564,20,326.0,346.0,330.4,7,1,0,80
1789065565,20,302.0,342.0,329.4,11,1,0,79
1789065566,20,63.0,337.0,289.6,9,0,0,54
1789065567,20,57.0,64.0,60.9,0,0,0,50
1789065568,20,57.0,60.0,58.8,0,0,0,48
1789065569,20,58.0,370.0,186.9,5,4,4,81
1789065570,20,286.0,361.0,328.3,9,3,2,84
1789065571,20,254.0,373.0,330.4,11,6,4,85
1789065572,20,261.0,383.0,330.4,9,3,2,85
1789065573,20,236.0,356.0,320.6,9,2,1,63
1789065574,20,194.0,362.0,326.9,10,5,3,85
1789065575,20,291.0,362.0,329.4,9,3,1,85
1789065576,20,174.0,369.0,322.4,11,5,3,85
1789065577,20,318.0,411.0,334.8,13,3,1,85
1789065578,20,316.0,372.0,329.7,8,2,1,84
1789065579,20,88.0,367.0,307.8,11,3,3,86
1789065580,20,296.0,372.0,330.9,11,2,1,86
1789065581,20,242.0,375.0,314.4,5,1,1,78
1789065582,20,276.0,359.0,322.6,7,4,2,87
1789065583,20,323.0,344.0,331.4,9,3,0,86
1789065584,20,290.0,369.0,326.5,8,1,1,73
1789065585,20,277.0,360.0,330.8,9,6,3,86
1789065586,20,227.0,352.0,313.4,7,3,1,79
1789065587,20,322.0,337.0,330.1,9,0,0,80
1789065588,20,325.0,333.0,329.4,9,0,0,80
1789065589,20,312.0,344.0,328.5,7,1,0,79
1789065590,20,60.0,335.0,283.9,5,0,0,53
1789065591,20,158.0,362.0,314.3,12,7,3,80
1789065592,20,321.0,350.0,330.5,8,1,0,80
1789065593,20,171.0,349.0,317.2,11,1,0,80
1789065594,20,320.0,347.0,331.0,9,2,0,80
1789065595,20,67.0,375.0,306.2,8,5,3,75
1789065596,20,312.0,345.0,329.5,9,2,0,80
1789065597,20,306.0,335.0,328.4,8,0,0,80
1789065598,20,296.0,336.0,328.1,8,0,0,80
1789065599,20,71.0,359.0,310.9,12,4,2,86
1789065600,20,240.0,363.0,325.6,9,5,3,86
1789065601,20,227.0,368.0,319.9,10,1,1,80
1789065602,20,275.0,337.0,322.6,4,0,0,79
1789065603,20,301.0,342.0,330.0,10,1,0,80
1789065605,20,312.0,335.0,328.6,9,0,0,80
1789065606,20,316.0,336.0,329.1,11,0,0,81
1789065607,20,326.0,335.0,329.6,5,0,0,80
1789065608,20,326.0,350.0,330.2,7,1,0,80
1789065609,20,321.0,333.0,328.9,10,0,0,80
1789065610,20,325.0,341.0,330.2,12,1,0,80
1789065611,20,58.0,336.0,76.5,1,0,0,50
1789065612,20,57.0,60.0,58.0,0,0,0,49
1789065613,20,66.0,367.0,244.3,6,5,5,83
1789065614,20,287.0,362.0,329.6,9,3,1,85
1789065615,20,290.0,364.0,329.4,9,4,1,79
1789065616,20,315.0,410.0,335.7,9,3,3,85
1789065617,20,194.0,371.0,319.1,9,5,4,86
1789065618,20,265.0,357.0,329.4,9,3,3,84
1789065619,20,317.0,373.0,331.4,9,2,1,85
1789065620,20,160.0,404.0,312.5,10,6,3,86
1789065621,20,303.0,362.0,329.9,7,4,2,86
1789065622,20,98.0,359.0,309.1,8,3,1,87
1789065623,20,294.0,403.0,333.0,8,5,2,86
1789065624,20,319.0,367.0,331.9,10,2,1,86
1789065625,20,160.0,366.0,313.4,8,4,4,86
1789065626,20,260.0,363.0,329.9,9,3,2,85
1789065627,20,314.0,396.0,335.7,13,3,2,85
1789065628,20,206.0,371.0,321.3,9,4,3,85
1789065629,20,183.0,379.0,318.8,10,5,4,83
1789065630,20,261.0,348.0,319.4,7,3,0,79
1789065631,20,309.0,333.0,328.4,7,0,0,79
1789065632,20,61.0,358.0,276.9,5,2,1,78
1789065633,20,241.0,345.0,324.2,11,4,0,79
1789065634,20,324.0,333.0,329.6,8,0,0,79
1789065635,20,311.0,334.0,328.1,8,0,0,79
1789065636,20,327.0,338.0,330.2,8,0,0,79
1789065637,20,310.0,336.0,328.4,7,0,0,79
1789065638,20,60.0,334.0,166.7,2,0,0,51
1789065639,20,55.0,61.0,59.5,0,0,0,49
1789065640,20,55.0,64.0,57.6,0,0,0,48
1789065641,20,55.0,406.0,225.6,6,3,3,82
1789065642,20,229.0,346.0,321.6,10,1,0,77
1789065643,20,326.0,337.0,330.4,11,0,0,78
1789065644,20,310.0,337.0,328.6,9,0,0,78
1789065645,20,325.0,341.0,330.1,9,1,0,78
1789065647,20,325.0,333.0,329.4,10,0,0,78
1789065648,20,66.0,349.0,296.1,8,3,0,82
1789065649,20,244.0,341.0,324.7,10,1,0,79
1789065650,20,314.0,337.0,329.3,8,0,0,79
1789065651,20,322.0,336.0,329.8,12,0,0,79
1789065652,20,325.0,333.0,329.2,9,0,0,79
1789065653,20,271.0,337.0,326.7,8,0,0,79
1789065654,20,57.0,332.0,112.5,1,0,0,49
1789065655,20,56.0,59.0,57.5,0,0,0,48
1789065656,20,54.0,60.0,57.6,0,0,0,47
1789065657,20,55.0,64.0,57.9,0,0,0,47
1789065658,20,56.0,59.0,57.5,0,0,0,46
1789065659,20,54.0,59.0,56.8,0,0,0,46
1789065660,20,52.0,61.0,56.4,0,0,0,46
1789065661,20,54.0,56.0,55.0,0,0,0,45
1789065662,20,54.0,57.0,55.0,0,0,0,45
1789065663,20,52.0,57.0,54.4,0,0,0,44
1789065664,20,53.0,56.0,54.3,0,0,0,44
1789065665,20,51.0,58.0,54.5,0,0,0,44
1789065666,20,53.0,62.0,55.9,0,0,0,44
1789065667,20,49.0,66.0,57.0,0,0,0,44
1789065668,20,53.0,108.0,61.5,0,0,0,43
1789065669,20,54.0,73.0,58.5,0,0,0,43
1789065670,20,53.0,208.0,69.5,0,0,0,43
1789065671,20,53.0,291.0,81.7,0,0,0,44
1789065672,20,52.0,55.0,53.6,0,0,0,43
1789065673,20,53.0,55.0,53.8,0,0,0,42
1789065674,20,52.0,374.0,126.7,4,4,4,76
1789065675,20,320.0,335.0,328.8,6,0,0,78
1789065676,20,68.0,344.0,280.5,6,2,0,48
1789065677,20,248.0,364.0,330.4,11,4,3,80
1789065678,20,315.0,347.0,331.2,10,4,0,81
1789065679,20,68.0,363.0,290.2,9,5,4,80
1789065680,20,271.0,364.0,327.5,8,3,1,81
1789065681,20,66.0,354.0,273.1,8,3,2,68
1789065682,20,275.0,398.0,336.6,11,5,5,82
1789065683,20,259.0,386.0,328.1,10,3,3,82
1789065684,20,67.0,371.0,271.4,10,7,6,81
1789065685,20,254.0,398.0,331.6,12,3,2,79
1789065686,20,297.0,365.0,332.0,10,5,3,82
1789065687,20,68.0,366.0,286.8,9,6,5,83
1789065688,20,275.0,368.0,329.2,8,5,3,84
1789065689,20,312.0,366.0,330.1,10,1,1,83
1789065691,20,91.0,371.0,302.1,10,6,4,85
1789065692,20,195.0,352.0,306.5,7,2,1,78
1789065693,20,323.0,368.0,331.8,9,1,1,77
1789065694,20,313.0,337.0,328.8,6,0,0,77
1789065695,20,325.0,343.0,329.6,6,1,0,78
1789065696,20,289.0,345.0,327.9,6,1,0,78
1789065697,20,59.0,354.0,270.1,6,2,2,77
1789065698,20,325.0,341.0,329.8,7,1,0,77
1789065699,20,323.0,352.0,330.7,8,1,1,78
1789065700,20,254.0,354.0,323.3,7,2,1,78
1789065701,20,309.0,333.0,328.1,6,0,0,78
1789065702,20,324.0,349.0,330.6,7,1,0,77
1789065703,20,324.0,337.0,329.5,9,0,0,78
1789065704,20,324.0,344.0,330.2,7,1,0,78
1789065705,20,57.0,340.0,199.3,4,0,0,50
1789065706,20,56.0,59.0,57.9,0,0,0,48
1789065707,20,55.0,83.0,62.7,0,0,0,57
1789065708,20,299.0,416.0,339.4,10,7,6,80
1789065709,20,256.0,370.0,327.3,8,2,2,83
1789065710,20,266.0,369.0,327.8,10,4,3,84
1789065711,20,274.0,372.0,328.8,8,3,3,85
1789065712,20,82.0,370.0,313.0,11,4,3,84
1789065713,20,305.0,346.0,329.1,10,3,0,85
1789065714,20,182.0,344.0,317.6,8,3,0,83
1789065715,20,308.0,377.0,334.3,9,7,3,85
1789065716,20,320.0,345.0,330.1,10,2,0,85
1789065717,20,193.0,366.0,317.9,12,6,3,84
1789065718,20,301.0,356.0,329.1,9,1,1,85
1789065719,20,303.0,344.0,325.6,5,2,0,85
1789065720,20,247.0,354.0,311.4,10,4,1,85
1789065721,20,263.0,341.0,325.9,12,3,0,84
1789065722,20,305.0,355.0,331.2,11,2,1,85
1789065723,20,222.0,367.0,318.8,7,5,2,82
1789065724,20,186.0,360.0,314.1,7,3,2,73
1789065725,20,324.0,344.0,332.9,9,5,0,79
1789065726,20,311.0,343.0,329.5,5,2,0,79
1789065727,20,60.0,356.0,276.4,8,4,1,84
1789065728,20,205.0,344.0,322.8,7,3,0,78
1789065729,20,312.0,339.0,329.7,10,0,0,79
1789065730,20,275.0,344.0,324.9,7,3,0,79
1789065731,20,298.0,339.0,329.0,10,0,0,79
1789065733,20,318.0,335.0,329.4,10,0,0,79
1789065734,20,326.0,341.0,330.4,9,1,0,79
1789065735,20,325.0,343.0,330.6,10,1,0,79
1789065736,20,58.0,339.0,207.1,3,0,0,51
1789065737,20,56.0,63.0,59.7,0,0,0,49
1789065738,20,54.0,336.0,77.7,1,0,0,75
1789065739,20,279.0,384.0,337.1,12,6,4,84
1789065740,20,284.0,360.0,328.4,9,2,1,83
1789065741,20,276.0,360.0,327.0,8,3,3,84
1789065742,20,278.0,410.0,332.1,9,5,2,84
1789065743,20,211.0,376.0,317.6,8,4,3,83
1789065744,20,285.0,339.0,328.2,9,0,0,85
1789065745,20,162.0,347.0,307.3,8,2,0,85
1789065746,20,315.0,373.0,333.7,13,3,3,85
1789065747,20,304.0,374.0,331.1,11,2,1,85
1789065748,20,97.0,381.0,316.5,8,4,4,85
1789065749,20,275.0,352.0,327.4,7,2,1,85
1789065750,20,290.0,359.0,328.9,10,1,1,86
1789065751,20,154.0,356.0,304.9,9,7,3,85
1789065752,20,273.0,343.0,326.1,9,1,0,84
1789065753,20,292.0,338.0,325.9,8,0,0,85
1789065754,20,167.0,364.0,318.1,11,5,5,86
1789065755,20,242.0,349.0,310.0,4,1,0,79
1789065756,20,307.0,354.0,330.6,8,2,1,79
1789065757,20,325.0,333.0,329.2,7,0,0,79
1789065758,20,326.0,334.0,329.9,9,0,0,79
