1789181541,14109,11434
1789181546,14101,11501
1789181551,14107,11495
1789181556,14102,11517
1789181561,14102,11525
1789181566,14113,11562
1789181571,14106,11684
1789181576,14094,11670
1789181581,14098,11693
1789181586,14098,11692
1789181591,14099,11708
1789181596,14099,11684
1789181601,14110,11434
1789181606,14110,11442
1789181611,14102,11517
1789181616,14102,11513
1789181621,14101,11528
1789181626,14115,11538
1789181631,14111,11729
1789181636,14102,11716
1789181641,14102,11747
1789181646,14103,11709
1789181651,14107,11708
1789181656,14109,11652
1789181661,14109,11667
1789181666,14123,11681
1789181671,14133,11593
1789181676,14107,11462
1789181681,14105,11489
1789181686,14125,11458
1789181691,14116,11372
1789181696,14111,11420
1789181701,14121,11322
1789181706,14121,11363
1789181711,14178,11359
1789181716,14179,11183
1789181721,14178,11151
1789181726,14110,11278
1789181731,14106,11269
1789181736,14104,11234
1789181741,14097,11432
1789181746,14100,11497
1789181751,14094,11542
1789181756,14107,11519
1789181761,14103,11514
1789181766,14095,11503
1789181771,14089,11533
1789181776,14090,11200
1789181781,14088,11393
1789181786,14114,11345
1789181791,14100,11363
1789181796,14087,11442
1789181801,14101,11421
1789181806,14100,11440
1789181811,14100,11585
1789181816,14100,11602
1789181821,14101,11598
1789181826,14103,11350
1789181831,14104,11323
1789181836,14108,11389
1789181841,14117,11434
1789181846,14111,11413
1789181851,14093,11418
1789181856,14093,11462
1789181861,14094,11473
1789181866,14094,11475
1789181871,14118,11592
1789181876,14105,11527
1789181881,14094,11495
1789181886,14095,11504
1789181891,14095,11498
1789181896,14113,11463
1789181901,14105,11465
1789181906,14098,11462
1789181911,14110,11489
1789181916,14099,11516
1789181921,14109,11503
1789181926,14109,11522
1789181931,14109,11535
1789181936,14141,11501
1789181941,14136,11488
1789181946,14145,11449
1789181951,14181,11495
1789181956,14132,11482
1789181961,14141,11050
1789181966,14123,11100
1789181971,14124,11136
1789181976,14132,11138
1789181981,14128,11176
1789181986,14130,11217
1789181991,14123,11208
1789181996,14125,11212
1789182001,14144,11214
1789182006,14137,11349
1789182011,14122,11347
1789182016,14128,11135
1789182021,14142,11010
1789182026,14137,10952
1789182031,14130,10973
1789182036,14120,11058
1789182041,14134,11072
1789182046,14140,11100
1789182051,14140,11240
1789182056,14133,11225
1789182061,14133,11238
1789182066,14134,11241
1789182071,14128,11200
1789182076,14133,10994
1789182081,14125,11160
1789182086,14127,11184
1789182091,14127,11161
1789182096,14128,11219
1789182101,14137,11185
1789182106,14138,11199
1789182111,14134,11211
1789182116,14139,11245
1789182121,14135,11246
1789182126,14132,11329
1789182131,14206,11024
1789182136,14204,10847
1789182141,14204,10888
1789182146,14257,11040
1789182151,14202,10983
1789182156,14154,10937
1789182161,14146,11021
1789182166,14150,11127
1789182171,14146,11133
1789182176,14147,11128
1789182181,14119,11258
1789182186,14119,11202
1789182191,14146,11060
1789182196,14132,11174
1789182201,14120,11113
1789182206,14137,11052
1789182211,14358,10665
1789182216,14185,10627
1789182221,14130,10672
1789182226,14118,10518
1789182231,14118,10582
1789182236,14147,10640
1789182241,14160,10670
1789182247,14143,10697
1789182252,14111,10711
1789182257,14119,10407
1789182262,14136,10504
1789182267,14112,10628
1789182272,14100,10698
1789182277,14106,10745
1789182282,14105,10769
1789182287,14096,10877
1789182292,14100,10751
1789182297,14102,10665
1789182302,14101,10712
1789182307,14096,10748
1789182312,14117,10652
1789182317,14146,10622
1789182322,14156,10502
1789182327,14132,10429
1789182332,14112,10471
1789182337,14107,10474
1789182342,14107,10545
1789182347,14137,10519
1789182352,14133,10388
1789182357,14087,10401
1789182362,14094,10339
1789182367,14095,10310
1789182372,14100,10539
1789182377,14107,10533
1789182382,14100,10527
1789182387,14101,10539
1789182392,14104,10559
1789182397,14098,10550
1789182402,14129,10514
1789182407,14107,10603
1789182412,14098,10609
1789182417,14085,10623
1789182422,14087,10627
1789182427,14091,10441
1789182432,14116,10413
1789182437,14108,10419
1789182442,14106,10423
1789182447,14093,10226
1789182452,14076,10279
1789182457,14080,10100
1789182462,14077,10121
1789182467,14077,10110
1789182472,14085,10146
1789182477,14095,10121
1789182482,14079,10216
1789182487,14079,10287
1789182492,14078,10280
1789182497,14086,10230
1789182502,14070,10260
1789182507,14094,10239
1789182512,14095,10255
1789182517,14081,10235
1789182522,14081,10283
1789182527,14094,10285
1789182532,14086,10255
1789182537,14079,10269
1789182542,14084,10261
1789182547,14080,10296
1789182552,14160,10097
1789182557,14151,9834
1789182562,14151,9983
1789182567,14150,9962
1789182572,14092,10000
1789182577,14085,9994
1789182582,14086,10027
1789182587,14086,10075
1789182592,14087,10055
1789182597,14087,10076
1789182602,14088,10038
1789182607,14088,10047
1789182612,14098,9976
1789182617,14088,10036
1789182622,14114,10143
1789182627,14116,10146
1789182632,14112,10142
1789182637,14112,10162
1789182642,14113,10276
1789182647,14121,10212
1789182652,14085,9967
1789182657,14086,10078
1789182662,14086,10123
1789182667,14086,10020
1789182672,14084,10052
1789182677,14092,10092
1789182682,14085,10035
1789182687,14085,10022
1789182692,14069,10128
1789182697,14069,10166
1789182702,14069,10183
1789182707,14066,10187
1789182712,14067,10265
1789182717,14067,10260
1789182722,14067,10236
1789182727,14067,10248
1789182732,14067,10235
1789182737,14077,9969
1789182742,14077,10003
1789182747,14077,10090
1789182752,14109,10129
1789182757,14083,10154
1789182762,14077,10157
1789182767,14073,10331
1789182772,14074,10007
1789182777,14074,10168
1789182782,14074,10194
1789182787,14076,10254
1789182792,14076,10237
1789182797,14076,10171
1789182802,14076,10198
1789182807,14077,10222
1789182812,14077,10230
1789182817,14078,10221
1789182822,14078,10236
1789182827,14093,10211
1789182832,14084,10347
1789182837,14071,10357
1789182842,14089,10327
1789182847,14072,10313
1789182852,14110,10316
1789182857,14101,10114
1789182862,14087,10082
1789182867,14087,10132
1789182872,14082,10198
1789182877,14081,10226
1789182882,14085,10234
1789182887,14085,10252
1789182892,14088,10254
1789182897,14088,10222
1789182902,14081,10335
1789182907,14083,10363
1789182912,14083,10359
1789182917,14084,10333
1789182922,14094,10075
1789182927,14093,10066
1789182932,14134,10097
1789182937,14158,9480
1789182942,14152,9450
1789182947,14133,9662
1789182952,14200,9605
1789182957,14175,9639
1789182962,14160,9670
1789182967,14209,9490
1789182972,14363,9258
1789182977,14236,9441
1789182982,14264,9618
1789182987,14230,9653
1789182992,14169,9691
1789182997,14164,9699
1789183002,14161,9746
1789183007,14188,9661
1789183012,14166,9751
1789183017,14166,9481
1789183022,14164,9546
1789183027,14161,9642
1789183032,14159,9689
1789183037,14155,9653
1789183042,14194,9689
1789183047,14188,9766
1789183052,14176,9751
1789183057,14172,9755
1789183062,14187,9779
1789183067,14180,9740
1789183072,14191,9856
1789183077,14193,9839
1789183082,14166,9649
1789183087,14171,9817
1789183092,14182,9740
1789183097,14181,9550
1789183102,14175,9481
1789183107,14172,9461
1789183112,14168,9546
1789183117,14153,9619
1789183122,14151,9732
1789183127,14151,9790
1789183132,14145,9754
1789183137,14150,9771
1789183142,14191,9713
1789183147,14174,9650
1789183152,14159,9661
1789183157,14172,9655
1789183162,14226,9583
1789183167,14223,9517
1789183172,14165,9544
1789183177,14146,9557
1789183182,14150,9560
1789183187,14173,9605
1789183192,14153,9580
1789183197,14149,9568
1789183202,14137,9556
1789183207,14140,9569
1789183212,14141,9669
1789183217,14145,9586
1789183222,14150,9649
1789183227,14141,9639
1789183232,14156,9653
1789183237,14142,9665
1789183242,14142,9706
1789183247,14145,9737
1789183252,14147,9724
1789183257,14148,9742
1789183262,14135,9744
1789183267,14134,9741
1789183272,14138,9726
1789183277,14161,9676
1789183282,14158,9682
1789183287,14151,9549
1789183292,14151,9641
1789183297,14147,9634
1789183302,14147,9611
1789183307,14139,9606
1789183312,14139,9718
1789183317,14137,9792
1789183322,14143,9765
1789183328,14146,9810
1789183333,14144,9768
1789183338,14138,9800
1789183343,14155,9782
1789183348,14163,9766
1789183353,14138,9747
1789183358,14133,9915
1789183363,14136,9896
1789183368,14126,9915
1789183373,14127,9929
1789183378,14124,9909
1789183383,14128,9770
1789183388,14141,9823
1789183393,14215,9714
1789183398,14197,9686
1789183403,14193,9723
1789183408,14193,9717
1789183413,14130,9730
1789183418,14132,9728
1789183423,14131,9869
1789183428,14123,9893
