alloc_n,requested_bytes,rt_free_bytes,rt_used_delta_bytes,sysfs_used_bytes,sysfs_used_delta_bytes,charge_ratio
441,5086642176,58985472,16718495744,7889461248,5096591360,3.2867
442,5098176512,58985472,16718495744,7901020160,5108150272,3.2793
443,5109710848,58985472,16718495744,7912574976,5119705088,3.2719
444,5121245184,58985472,16718495744,7924133888,5131264000,3.2645
445,5132779520,58985472,16718495744,7935688704,5142818816,3.2572
446,5144313856,58985472,16718495744,7947247616,5154377728,3.2499
447,5155848192,58985472,16718495744,7958802432,5165932544,3.2426
448,5167382528,58985472,16718495744,7970361344,5177491456,3.2354
449,5178916864,58985472,16718495744,7981916160,5189046272,3.2282
450,5190451200,58985472,16718495744,7993475072,5200605184,3.2210
451,5201985536,58985472,16718495744,8005029888,5212160000,3.2139
452,5213519872,58985472,16718495744,8016588800,5223718912,3.2068
453,5225054208,58985472,16718495744,8028143616,5235273728,3.1997
454,5236588544,58985472,16718495744,8039702528,5246832640,3.1926
455,5248122880,58985472,16718495744,8051257344,5258387456,3.1856
456,5259657216,58985472,16718495744,8062816256,5269946368,3.1786
457,5271191552,58985472,16718495744,8074371072,5281501184,3.1717
458,5282725888,58985472,16718495744,8085929984,5293060096,3.1647
459,5294260224,58985472,16718495744,8097484800,5304614912,3.1579
460,5305794560,58985472,16718495744,8109043712,5316173824,3.1510
461,5317328896,58985472,16718495744,8120598528,5327728640,3.1442
462,5328863232,58985472,16718495744,8132157440,5339287552,3.1373
463,5340397568,58985472,16718495744,8143712256,5350842368,3.1306
464,5351931904,58985472,16718495744,8155271168,5362401280,3.1238
465,5363466240,58985472,16718495744,8166825984,5373956096,3.1171
466,5375000576,58985472,16718495744,8178388992,5385519104,3.1104
467,5386534912,58985472,16718495744,8189943808,5397073920,3.1038
468,5398069248,58985472,16718495744,8201502720,5408632832,3.0971
469,5409603584,58985472,16718495744,8213057536,5420187648,3.0905
470,5421137920,58985472,16718495744,8224616448,5431746560,3.0839
471,5432672256,58985472,16718495744,8236171264,5443301376,3.0774
472,5444206592,58985472,16718495744,8247730176,5454860288,3.0709
473,5455740928,58985472,16718495744,8259284992,5466415104,3.0644
474,5467275264,58985472,16718495744,8270843904,5477974016,3.0579
475,5478809600,58985472,16718495744,8282398720,5489528832,3.0515
476,5490343936,58985472,16718495744,8293957632,5501087744,3.0451
477,5501878272,58985472,16718495744,8305512448,5512642560,3.0387
478,5513412608,58985472,16718495744,8317071360,5524201472,3.0323
479,5524946944,58985472,16718495744,8328626176,5535756288,3.0260
480,5536481280,58985472,16718495744,8340185088,5547315200,3.0197
481,5548015616,58985472,16718495744,8351739904,5558870016,3.0134
482,5559549952,58985472,16718495744,8363298816,5570428928,3.0072
483,5571084288,58985472,16718495744,8374853632,5581983744,3.0009
484,5582618624,58985472,16718495744,8386412544,5593542656,2.9947
485,5594152960,58985472,16718495744,8397967360,5605097472,2.9886
486,5605687296,58985472,16718495744,8409526272,5616656384,2.9824
487,5617221632,58985472,16718495744,8421081088,5628211200,2.9763
488,5628755968,58985472,16718495744,8432640000,5639770112,2.9702
489,5640290304,58985472,16718495744,8444194816,5651324928,2.9641
490,5651824640,58985472,16718495744,8455753728,5662883840,2.9581
491,5663358976,58985472,16718495744,8467308544,5674438656,2.9520
492,5674893312,58985472,16718495744,8478867456,5685997568,2.9460
493,5686427648,58985472,16718495744,8490422272,5697552384,2.9401
494,5697961984,58985472,16718495744,8501981184,5709111296,2.9341
495,5709496320,58985472,16718495744,8513536000,5720666112,2.9282
496,5721030656,58985472,16718495744,8525094912,5732225024,2.9223
497,5732564992,58985472,16718495744,8536649728,5743779840,2.9164
498,5744099328,58985472,16718495744,8548208640,5755338752,2.9106
499,5755633664,58985472,16718495744,8559763456,5766893568,2.9047
500,5767168000,58985472,16718495744,8571322368,5778452480,2.8989
501,5778702336,58985472,16718495744,8582877184,5790007296,2.8931
502,5790236672,58985472,16718495744,8594436096,5801566208,2.8874
503,5801771008,58985472,16718495744,8605990912,5813121024,2.8816
504,5813305344,58985472,16718495744,8617549824,5824679936,2.8759
505,5824839680,58985472,16718495744,8629104640,5836234752,2.8702
506,5836374016,58985472,16718495744,8640663552,5847793664,2.8645
507,5847908352,58985472,16718495744,8652218368,5859348480,2.8589
508,5859442688,58985472,16718495744,8663777280,5870907392,2.8533
509,5870977024,58985472,16718495744,8675332096,5882462208,2.8477
510,5882511360,58985472,16718495744,8686891008,5894021120,2.8421
511,5894045696,58985472,16718495744,8698445824,5905575936,2.8365
512,5905580032,58985472,16718495744,8710004736,5917134848,2.8310
513,5917114368,58985472,16718495744,8721559552,5928689664,2.8254
514,5928648704,58985472,16718495744,8733118464,5940248576,2.8200
515,5940183040,58985472,16718495744,8744673280,5951803392,2.8145
516,5951717376,58985472,16718495744,8756232192,5963362304,2.8090
517,5963251712,58985472,16718495744,8767787008,5974917120,2.8036
518,5974786048,58985472,16718495744,8779345920,5986476032,2.7982
519,5986320384,58985472,16718495744,8790900736,5998030848,2.7928
520,5997854720,58985472,16718495744,8802459648,6009589760,2.7874
521,6009389056,58985472,16718495744,8814014464,6021144576,2.7821
522,6020923392,58985472,16718495744,8825573376,6032703488,2.7767
523,6032457728,58985472,16718495744,8837128192,6044258304,2.7714
524,6043992064,58985472,16718495744,8848687104,6055817216,2.7661
525,6055526400,58985472,16718495744,8860241920,6067372032,2.7609
526,6067060736,58985472,16718495744,8871800832,6078930944,2.7556
527,6078595072,58985472,16718495744,8883355648,6090485760,2.7504
528,6090129408,58985472,16718495744,8894914560,6102044672,2.7452
529,6101663744,58985472,16718495744,8906469376,6113599488,2.7400
530,6113198080,58985472,16718495744,8918028288,6125158400,2.7348
531,6124732416,58985472,16718495744,8929583104,6136713216,2.7297
532,6136266752,58985472,16718495744,8941142016,6148272128,2.7245
533,6147801088,58985472,16718495744,8952696832,6159826944,2.7194
534,6159335424,58985472,16718495744,8964255744,6171385856,2.7143
535,6170869760,58985472,16718495744,8975810560,6182940672,2.7093
536,6182404096,58985472,16718495744,8987369472,6194499584,2.7042
537,6193938432,58985472,16718495744,8998924288,6206054400,2.6992
538,6205472768,58985472,16718495744,9010483200,6217613312,2.6942
539,6217007104,58985472,16718495744,9022038016,6229168128,2.6892
540,6228541440,58985472,16718495744,9033596928,6240727040,2.6842
541,6240075776,58985472,16718495744,9045151744,6252281856,2.6792
542,6251610112,58985472,16718495744,9056710656,6263840768,2.6743
543,6263144448,58985472,16718495744,9068265472,6275395584,2.6693
544,6274678784,58985472,16718495744,9079824384,6286954496,2.6644
545,6286213120,58985472,16718495744,9091379200,6298509312,2.6595
546,6297747456,58985472,16718495744,9102938112,6310068224,2.6547
547,6309281792,58985472,16718495744,9114492928,6321623040,2.6498
548,6320816128,58985472,16718495744,9126051840,6333181952,2.6450
549,6332350464,58985472,16718495744,9137606656,6344736768,2.6402
550,6343884800,58985472,16718495744,9149165568,6356295680,2.6354
551,6355419136,58985472,16718495744,9160720384,6367850496,2.6306
552,6366953472,58985472,16718495744,9172279296,6379409408,2.6258
553,6378487808,58985472,16718495744,9183834112,6390964224,2.6211
554,6390022144,58985472,16718495744,9195393024,6402523136,2.6163
555,6401556480,58985472,16718495744,9206947840,6414077952,2.6116
556,6413090816,58985472,16718495744,9218506752,6425636864,2.6069
557,6424625152,58985472,16718495744,9230061568,6437191680,2.6023
558,6436159488,58985472,16718495744,9241620480,6448750592,2.5976
559,6447693824,58985472,16718495744,9253179392,6460309504,2.5929
560,6459228160,58985472,16718495744,9264738304,6471868416,2.5883
561,6470762496,58985472,16718495744,9276293120,6483423232,2.5837
562,6482296832,58985472,16718495744,9287852032,6494982144,2.5791
563,6493831168,58985472,16718495744,9299406848,6506536960,2.5745
564,6505365504,58985472,16718495744,9310965760,6518095872,2.5700
565,6516899840,58985472,16718495744,9322520576,6529650688,2.5654
566,6528434176,58985472,16718495744,9334079488,6541209600,2.5609
567,6539968512,58985472,16718495744,9345634304,6552764416,2.5564
568,6551502848,58985472,16718495744,9357193216,6564323328,2.5519
569,6563037184,58985472,16718495744,9368748032,6575878144,2.5474
570,6574571520,58985472,16718495744,9380306944,6587437056,2.5429
571,6586105856,58985472,16718495744,9391861760,6598991872,2.5384
572,6597640192,58985472,16718495744,9403420672,6610550784,2.5340
573,6609174528,58985472,16718495744,9414975488,6622105600,2.5296
574,6620708864,58985472,16718495744,9426534400,6633664512,2.5252
575,6632243200,58985472,16718495744,9438089216,6645219328,2.5208
576,6643777536,58985472,16718495744,9449648128,6656778240,2.5164
577,6655311872,58985472,16718495744,9461202944,6668333056,2.5121
578,6666846208,58985472,16718495744,9472761856,6679891968,2.5077
579,6678380544,58985472,16718495744,9484316672,6691446784,2.5034
580,6689914880,58985472,16718495744,9495875584,6703005696,2.4991
581,6701449216,58985472,16718495744,9507430400,6714560512,2.4948
582,6712983552,58985472,16718495744,9518989312,6726119424,2.4905
583,6724517888,58985472,16718495744,9530544128,6737674240,2.4862
584,6736052224,58985472,16718495744,9542103040,6749233152,2.4819
585,6747586560,58985472,16718495744,9553657856,6760787968,2.4777
586,6759120896,58985472,16718495744,9565216768,6772346880,2.4735
587,6770655232,58985472,16718495744,9576771584,6783901696,2.4693
588,6782189568,58985472,16718495744,9588330496,6795460608,2.4651
589,6793723904,58985472,16718495744,9599885312,6807015424,2.4609
590,6805258240,58985472,16718495744,9611444224,6818574336,2.4567
591,6816792576,58985472,16718495744,9622999040,6830129152,2.4525
592,6828326912,58985472,16718495744,9634557952,6841688064,2.4484
593,6839861248,58985472,16718495744,9646112768,6853242880,2.4443
594,6851395584,58985472,16718495744,9657671680,6864801792,2.4402
595,6862929920,58985472,16718495744,9669226496,6876356608,2.4361
596,6874464256,58985472,16718495744,9680785408,6887915520,2.4320
597,6885998592,58985472,16718495744,9692340224,6899470336,2.4279
598,6897532928,58985472,16718495744,9703899136,6911029248,2.4238
599,6909067264,58985472,16718495744,9715453952,6922584064,2.4198
600,6920601600,58985472,16718495744,9727012864,6934142976,2.4158
601,6932135936,58985472,16718495744,9738567680,6945697792,2.4117
602,6943670272,58985472,16718495744,9750126592,6957256704,2.4077
603,6955204608,58985472,16718495744,9761681408,6968811520,2.4037
604,6966738944,58985472,16718495744,9773240320,6980370432,2.3998
605,6978273280,58985472,16718495744,9784795136,6991925248,2.3958
606,6989807616,58985472,16718495744,9796354048,7003484160,2.3918
607,7001341952,58985472,16718495744,9807908864,7015038976,2.3879
608,7012876288,58985472,16718495744,9819467776,7026597888,2.3840
609,7024410624,58985472,16718495744,9831022592,7038152704,2.3801
610,7035944960,58985472,16718495744,9842581504,7049711616,2.3762
611,7047479296,58985472,16718495744,9854136320,7061266432,2.3723
612,7059013632,58985472,16718495744,9865695232,7072825344,2.3684
613,7070547968,58985472,16718495744,9877250048,7084380160,2.3645
614,7082082304,58985472,16718495744,9888808960,7095939072,2.3607
615,7093616640,58985472,16718495744,9900363776,7107493888,2.3568
616,7105150976,58985472,16718495744,9911922688,7119052800,2.3530
617,7116685312,58985472,16718495744,9923477504,7130607616,2.3492
618,7128219648,58985472,16718495744,9935036416,7142166528,2.3454
619,7139753984,58985472,16718495744,9946591232,7153721344,2.3416
620,7151288320,58985472,16718495744,9958150144,7165280256,2.3378
621,7162822656,58985472,16718495744,9969704960,7176835072,2.3341
622,7174356992,58985472,16718495744,9981263872,7188393984,2.3303
623,7185891328,58985472,16718495744,9992818688,7199948800,2.3266
624,7197425664,58985472,16718495744,10004377600,7211507712,2.3228
625,7208960000,58985472,16718495744,10015932416,7223062528,2.3191
626,7220494336,58985472,16718495744,10027491328,7234621440,2.3154
627,7232028672,58985472,16718495744,10039046144,7246176256,2.3117
628,7243563008,58985472,16718495744,10050605056,7257735168,2.3080
629,7255097344,58985472,16718495744,10062159872,7269289984,2.3044
630,7266631680,58985472,16718495744,10073718784,7280848896,2.3007
631,7278166016,58985472,16718495744,10085273600,7292403712,2.2971
632,7289700352,58985472,16718495744,10096832512,7303962624,2.2934
633,7301234688,58985472,16718495744,10108387328,7315517440,2.2898
634,7312769024,58985472,16718495744,10119946240,7327076352,2.2862
635,7324303360,58985472,16718495744,10131501056,7338631168,2.2826
636,7335837696,58985472,16718495744,10143059968,7350190080,2.2790
637,7347372032,58985472,16718495744,10154614784,7361744896,2.2754
638,7358906368,58985472,16718495744,10166173696,7373303808,2.2719
639,7370440704,58985472,16718495744,10177728512,7384858624,2.2683
640,7381975040,58985472,16718495744,10189287424,7396417536,2.2648
641,7393509376,58985472,16718495744,10200842240,7407972352,2.2612
642,7405043712,58985472,16718495744,10212401152,7419531264,2.2577
643,7416578048,58985472,16718495744,10223955968,7431086080,2.2542
644,7428112384,58985472,16718495744,10235514880,7442644992,2.2507
645,7439646720,58985472,16718495744,10247069696,7454199808,2.2472
646,7451181056,58985472,16718495744,10258628608,7465758720,2.2437
647,7462715392,58985472,16718495744,10270183424,7477313536,2.2403
648,7474249728,58985472,16718495744,10281742336,7488872448,2.2368
649,7485784064,58985472,16718495744,10293297152,7500427264,2.2334
650,7497318400,58985472,16718495744,10304856064,7511986176,2.2299
651,7508852736,58985472,16718495744,10316410880,7523540992,2.2265
652,7520387072,58985472,16718495744,10327973888,7535104000,2.2231
653,7531921408,58985472,16718495744,10339528704,7546658816,2.2197
654,7543455744,58985472,16718495744,10351087616,7558217728,2.2163
655,7554990080,58985472,16718495744,10362642432,7569772544,2.2129
656,7566524416,58985472,16718495744,10374201344,7581331456,2.2095
657,7578058752,58985472,16718495744,10385756160,7592886272,2.2062
658,7589593088,58985472,16718495744,10397315072,7604445184,2.2028
659,7601127424,58985472,16718495744,10408869888,7616000000,2.1995
660,7612661760,58985472,16718495744,10420428800,7627558912,2.1961
661,7624196096,58985472,16718495744,10431983616,7639113728,2.1928
662,7635730432,58985472,16718495744,10443542528,7650672640,2.1895
663,7647264768,58985472,16718495744,10455097344,7662227456,2.1862
664,7658799104,58985472,16718495744,10466656256,7673786368,2.1829
665,7670333440,58985472,16718495744,10478211072,7685341184,2.1796
666,7681867776,58985472,16718495744,10489769984,7696900096,2.1764
667,7693402112,58985472,16718495744,10501324800,7708454912,2.1731
668,7704936448,58985472,16718495744,10512883712,7720013824,2.1698
669,7716470784,58985472,16718495744,10524438528,7731568640,2.1666
670,7728005120,58985472,16718495744,10535997440,7743127552,2.1634
671,7739539456,58985472,16718495744,10547552256,7754682368,2.1601
672,7751073792,58985472,16718495744,10559111168,7766241280,2.1569
673,7762608128,58985472,16718495744,10570665984,7777796096,2.1537
674,7774142464,58985472,16718495744,10582224896,7789355008,2.1505
675,7785676800,58985472,16718495744,10593779712,7800909824,2.1473
676,7797211136,58985472,16718495744,10605338624,7812468736,2.1442
677,7808745472,58985472,16718495744,10616893440,7824023552,2.1410
678,7820279808,58985472,16718495744,10628452352,7835582464,2.1378
679,7831814144,58985472,16718495744,10640007168,7847137280,2.1347
680,7843348480,58985472,16718495744,10651566080,7858696192,2.1316
681,7854882816,58985472,16718495744,10663120896,7870251008,2.1284
682,7866417152,58985472,16718495744,10674679808,7881809920,2.1253
683,7877951488,58985472,16718495744,10686234624,7893364736,2.1222
684,7889485824,58985472,16718495744,10697793536,7904923648,2.1191
685,7901020160,58985472,16718495744,10709348352,7916478464,2.1160
686,7912554496,58985472,16718495744,10720907264,7928037376,2.1129
687,7924088832,58985472,16718495744,10732462080,7939592192,2.1098
688,7935623168,58985472,16718495744,10744020992,7951151104,2.1068
689,7947157504,58985472,16718495744,10755575808,7962705920,2.1037
690,7958691840,58985472,16718495744,10767134720,7974264832,2.1007
691,7970226176,58985472,16718495744,10778689536,7985819648,2.0976
692,7981760512,58985472,16718495744,10790248448,7997378560,2.0946
693,7993294848,58985472,16718495744,10801803264,8008933376,2.0916
694,8004829184,58985472,16718495744,10813362176,8020492288,2.0886
695,8016363520,58985472,16718495744,10824916992,8032047104,2.0855
696,8027897856,58985472,16718495744,10836475904,8043606016,2.0825
697,8039432192,58985472,16718495744,10848030720,8055160832,2.0796
698,8050966528,58985472,16718495744,10859589632,8066719744,2.0766
699,8062500864,58985472,16718495744,10871144448,8078274560,2.0736
700,8074035200,58985472,16718495744,10882703360,8089833472,2.0706
