alloc_n,requested_bytes,rt_free_bytes,rt_used_delta_bytes,sysfs_used_bytes,sysfs_used_delta_bytes,charge_ratio
282,1182793728,12046306304,4731174912,3957673984,1185107968,4.0000
283,1186988032,12029529088,4747952128,3961876480,1189310464,4.0000
284,1191182336,12012751872,4764729344,3966078976,1193512960,4.0000
285,1195376640,11995974656,4781506560,3970281472,1197715456,4.0000
286,1199570944,11979197440,4798283776,3974483968,1201917952,4.0000
287,1203765248,11962420224,4815060992,3978686464,1206120448,4.0000
288,1207959552,11945643008,4831838208,3982888960,1210322944,4.0000
289,1212153856,11928865792,4848615424,3987091456,1214525440,4.0000
290,1216348160,11912088576,4865392640,3991293952,1218727936,4.0000
291,1220542464,11895311360,4882169856,3995496448,1222930432,4.0000
292,1224736768,11878534144,4898947072,3999698944,1227132928,4.0000
293,1228931072,11861756928,4915724288,4003901440,1231335424,4.0000
294,1233125376,11844979712,4932501504,4008103936,1235537920,4.0000
295,1237319680,11828202496,4949278720,4012306432,1239740416,4.0000
296,1241513984,11811425280,4966055936,4016508928,1243942912,4.0000
297,1245708288,11794648064,4982833152,4020711424,1248145408,4.0000
298,1249902592,11777870848,4999610368,4024913920,1252347904,4.0000
299,1254096896,11761093632,5016387584,4029116416,1256550400,4.0000
300,1258291200,11744316416,5033164800,4033318912,1260752896,4.0000
301,1262485504,11727539200,5049942016,4037521408,1264955392,4.0000
302,1266679808,11670916096,5106565120,4041723904,1269157888,4.0315
303,1270874112,11654138880,5123342336,4045926400,1273360384,4.0314
304,1275068416,11637361664,5140119552,4050128896,1277562880,4.0312
305,1279262720,11620584448,5156896768,4054331392,1281765376,4.0311
306,1283457024,11593321472,5184159744,4058533888,1285967872,4.0392
307,1287651328,11618487296,5158993920,4062736384,1290170368,4.0065
308,1291845632,11601710080,5175771136,4066938880,1294372864,4.0065
309,1296039936,11584932864,5192548352,4071141376,1298575360,4.0065
310,1300234240,11568155648,5209325568,4075343872,1302777856,4.0065
311,1304428544,11551378432,5226102784,4079546368,1306980352,4.0064
312,1308622848,11542989824,5234491392,4083748864,1311182848,4.0000
313,1312817152,11526212608,5251268608,4087951360,1315385344,4.0000
314,1317011456,11509435392,5268045824,4092153856,1319587840,4.0000
315,1321205760,11492658176,5284823040,4096356352,1323790336,4.0000
316,1325400064,11475880960,5301600256,4100558848,1327992832,4.0000
317,1329594368,11459103744,5318377472,4104761344,1332195328,4.0000
318,1333788672,11442326528,5335154688,4108963840,1336397824,4.0000
319,1337982976,11425549312,5351931904,4113166336,1340600320,4.0000
320,1342177280,11408772096,5368709120,4117368832,1344802816,4.0000
321,1346371584,11391994880,5385486336,4121571328,1349005312,4.0000
322,1350565888,11375217664,5402263552,4125773824,1353207808,4.0000
323,1354760192,11358440448,5419040768,4129976320,1357410304,4.0000
324,1358954496,11341663232,5435817984,4134178816,1361612800,4.0000
325,1363148800,11324886016,5452595200,4138381312,1365815296,4.0000
326,1367343104,11308108800,5469372416,4142583808,1370017792,4.0000
327,1371537408,11291331584,5486149632,4146786304,1374220288,4.0000
328,1375731712,11274554368,5502926848,4150988800,1378422784,4.0000
329,1379926016,11257777152,5519704064,4155191296,1382625280,4.0000
330,1384120320,11240999936,5536481280,4159393792,1386827776,4.0000
331,1388314624,11224222720,5553258496,4163596288,1391030272,4.0000
332,1392508928,11167599616,5609881600,4167798784,1395232768,4.0286
333,1396703232,11150822400,5626658816,4172001280,1399435264,4.0285
334,1400897536,11134045184,5643436032,4176203776,1403637760,4.0284
335,1405091840,11117267968,5660213248,4180406272,1407840256,4.0284
336,1409286144,11100490752,5676990464,4184608768,1412042752,4.0283
337,1413480448,11083713536,5693767680,4188811264,1416245248,4.0282
338,1417674752,11106782208,5670699008,4193013760,1420447744,4.0000
339,1421869056,11090004992,5687476224,4197216256,1424650240,4.0000
340,1426063360,11073227776,5704253440,4201418752,1428852736,4.0000
341,1430257664,11056450560,5721030656,4205621248,1433055232,4.0000
342,1434451968,11039673344,5737807872,4209823744,1437257728,4.0000
343,1438646272,11022896128,5754585088,4214026240,1441460224,4.0000
344,1442840576,11006118912,5771362304,4218228736,1445662720,4.0000
345,1447034880,10989341696,5788139520,4222431232,1449865216,4.0000
346,1451229184,10972564480,5804916736,4226633728,1454067712,4.0000
347,1455423488,10955787264,5821693952,4230836224,1458270208,4.0000
348,1459617792,10939010048,5838471168,4235038720,1462472704,4.0000
349,1463812096,10922232832,5855248384,4239241216,1466675200,4.0000
350,1468006400,10905455616,5872025600,4243443712,1470877696,4.0000
351,1472200704,10888678400,5888802816,4247646208,1475080192,4.0000
352,1476395008,10871901184,5905580032,4251848704,1479282688,4.0000
353,1480589312,10855123968,5922357248,4256051200,1483485184,4.0000
354,1484783616,10838346752,5939134464,4260253696,1487687680,4.0000
355,1488977920,10821569536,5955911680,4264456192,1491890176,4.0000
356,1493172224,10804792320,5972688896,4268658688,1496092672,4.0000
357,1497366528,10788015104,5989466112,4272861184,1500295168,4.0000
358,1501560832,10771237888,6006243328,4277063680,1504497664,4.0000
359,1505755136,10754460672,6023020544,4281266176,1508700160,4.0000
360,1509949440,10737683456,6039797760,4285468672,1512902656,4.0000
361,1514143744,10720906240,6056574976,4289671168,1517105152,4.0000
362,1518338048,10704129024,6073352192,4293873664,1521307648,4.0000
363,1522532352,10647505920,6129975296,4298076160,1525510144,4.0262
364,1526726656,10630728704,6146752512,4302278656,1529712640,4.0261
365,1530920960,10613951488,6163529728,4306481152,1533915136,4.0260
366,1535115264,10597174272,6180306944,4310683648,1538117632,4.0260
367,1539309568,10580397056,6197084160,4314886144,1542320128,4.0259
368,1543503872,10563619840,6213861376,4319088640,1546522624,4.0258
369,1547698176,10586688512,6190792704,4323291136,1550725120,4.0000
370,1551892480,10569911296,6207569920,4327493632,1554927616,4.0000
371,1556086784,10553134080,6224347136,4331696128,1559130112,4.0000
372,1560281088,10536356864,6241124352,4335898624,1563332608,4.0000
373,1564475392,10519579648,6257901568,4340101120,1567535104,4.0000
374,1568669696,10502802432,6274678784,4344303616,1571737600,4.0000
375,1572864000,10486025216,6291456000,4348506112,1575940096,4.0000
376,1577058304,10469248000,6308233216,4352708608,1580142592,4.0000
377,1581252608,10452470784,6325010432,4356911104,1584345088,4.0000
378,1585446912,10435693568,6341787648,4361113600,1588547584,4.0000
379,1589641216,10418916352,6358564864,4365316096,1592750080,4.0000
380,1593835520,10402139136,6375342080,4369518592,1596952576,4.0000
381,1598029824,10385361920,6392119296,4373721088,1601155072,4.0000
382,1602224128,10368584704,6408896512,4377923584,1605357568,4.0000
383,1606418432,10351807488,6425673728,4382126080,1609560064,4.0000
384,1610612736,10335030272,6442450944,4386328576,1613762560,4.0000
385,1614807040,10318253056,6459228160,4390531072,1617965056,4.0000
386,1619001344,10301475840,6476005376,4394733568,1622167552,4.0000
387,1623195648,10284698624,6492782592,4398936064,1626370048,4.0000
388,1627389952,10267921408,6509559808,4403138560,1630572544,4.0000
389,1631584256,10251144192,6526337024,4407341056,1634775040,4.0000
390,1635778560,10234366976,6543114240,4411543552,1638977536,4.0000
391,1639972864,10209201152,6568280064,4415746048,1643180032,4.0051
392,1644167168,10192423936,6585057280,4419948544,1647382528,4.0051
393,1648361472,10175646720,6601834496,4424151040,1651585024,4.0051
394,1652555776,10116926464,6660554752,4428353536,1655787520,4.0305
395,1656750080,10100149248,6677331968,4432556032,1659990016,4.0304
396,1660944384,10083372032,6694109184,4436758528,1664192512,4.0303
397,1665138688,10077080576,6700400640,4440961024,1668395008,4.0239
398,1669332992,10060303360,6717177856,4445163520,1672597504,4.0239
399,1673527296,10043526144,6733955072,4449366016,1676800000,4.0238
400,1677721600,10066594816,6710886400,4453568512,1681002496,4.0000
401,1681915904,10049817600,6727663616,4457771008,1685204992,4.0000
402,1686110208,10033040384,6744440832,4461973504,1689407488,4.0000
403,1690304512,10016263168,6761218048,4466176000,1693609984,4.0000
404,1694498816,9999485952,6777995264,4470378496,1697812480,4.0000
405,1698693120,9982708736,6794772480,4474580992,1702014976,4.0000
406,1702887424,9965931520,6811549696,4478783488,1706217472,4.0000
407,1707081728,9949154304,6828326912,4482985984,1710419968,4.0000
408,1711276032,9932377088,6845104128,4487188480,1714622464,4.0000
409,1715470336,9915599872,6861881344,4491390976,1718824960,4.0000
410,1719664640,9898822656,6878658560,4495593472,1723027456,4.0000
411,1723858944,9882045440,6895435776,4499795968,1727229952,4.0000
412,1728053248,9865268224,6912212992,4503998464,1731432448,4.0000
413,1732247552,9848491008,6928990208,4508200960,1735634944,4.0000
414,1736441856,9831713792,6945767424,4512403456,1739837440,4.0000
415,1740636160,9814936576,6962544640,4516605952,1744039936,4.0000
416,1744830464,9798159360,6979321856,4520808448,1748242432,4.0000
417,1749024768,9781382144,6996099072,4525010944,1752444928,4.0000
418,1753219072,9764604928,7012876288,4529213440,1756647424,4.0000
419,1757413376,9747827712,7029653504,4533415936,1760849920,4.0000
420,1761607680,9731050496,7046430720,4537618432,1765052416,4.0000
421,1765801984,9714273280,7063207936,4541820928,1769254912,4.0000
422,1769996288,9697496064,7079985152,4546023424,1773457408,4.0000
423,1774190592,9680718848,7096762368,4550225920,1777659904,4.0000
424,1778384896,9663941632,7113539584,4554428416,1781862400,4.0000
425,1782579200,9607318528,7170162688,4558630912,1786064896,4.0224
426,1786773504,9590541312,7186939904,4562833408,1790267392,4.0223
427,1790967808,9573764096,7203717120,4567035904,1794469888,4.0222
428,1795162112,9556986880,7220494336,4571238400,1798672384,4.0222
429,1799356416,9540209664,7237271552,4575440896,1802874880,4.0221
430,1803550720,9563278336,7214202880,4579643392,1807077376,4.0000
431,1807745024,9546501120,7230980096,4583845888,1811279872,4.0000
432,1811939328,9529723904,7247757312,4588048384,1815482368,4.0000
433,1816133632,9512946688,7264534528,4592250880,1819684864,4.0000
434,1820327936,9496169472,7281311744,4596453376,1823887360,4.0000
435,1824522240,9479392256,7298088960,4600655872,1828089856,4.0000
436,1828716544,9462615040,7314866176,4604858368,1832292352,4.0000
437,1832910848,9445837824,7331643392,4609060864,1836494848,4.0000
438,1837105152,9429060608,7348420608,4613263360,1840697344,4.0000
439,1841299456,9412283392,7365197824,4617465856,1844899840,4.0000
440,1845493760,9395506176,7381975040,4621668352,1849102336,4.0000
441,1849688064,9378728960,7398752256,4625870848,1853304832,4.0000
442,1853882368,9361951744,7415529472,4630073344,1857507328,4.0000
443,1858076672,9345174528,7432306688,4634275840,1861709824,4.0000
444,1862270976,9328397312,7449083904,4638478336,1865912320,4.0000
445,1866465280,9311620096,7465861120,4642680832,1870114816,4.0000
446,1870659584,9294842880,7482638336,4646883328,1874317312,4.0000
447,1874853888,9278065664,7499415552,4651085824,1878519808,4.0000
448,1879048192,9261288448,7516192768,4655288320,1882722304,4.0000
449,1883242496,9244511232,7532969984,4659490816,1886924800,4.0000
