epoch,arm,rep,mem_avail_mb,swap_used_mb,gtt_used_mb,vram_used_mb
1789163533,QWOPUS,5,22489,7693,108,14422
1789163535,QWOPUS,5,22407,7648,110,14424
1789163537,QWOPUS,5,22407,7637,102,14424
1789163539,QWOPUS,5,22395,7635,102,14425
1789163541,QWOPUS,5,22387,7635,102,14425
1789163543,QWOPUS,5,22419,7632,102,14425
1789163545,QWOPUS,5,22402,7631,102,14425
1789163547,QWOPUS,5,22389,7631,102,14425
1789163549,QWOPUS,5,22436,7630,102,14426
1789163551,QWOPUS,5,22447,7630,102,14426
1789163553,QWOPUS,5,22425,7629,102,14426
1789163555,QWOPUS,5,22433,7629,102,14426
1789163557,QWOPUS,5,22436,7628,102,14426
1789163559,QWOPUS,5,22426,7628,102,14426
1789163561,QWOPUS,5,22423,7628,102,14426
1789163563,QWOPUS,5,22425,7628,102,14426
1789163565,QWOPUS,5,22524,7623,102,14426
1789163567,QWOPUS,5,22527,7623,102,14427
1789163569,QWOPUS,5,22502,7622,102,14427
1789163571,QWOPUS,5,22512,7622,102,14427
1789163573,QWOPUS,5,22496,7622,102,14427
1789163575,QWOPUS,5,22504,7618,102,14427
1789163577,QWOPUS,5,22501,7618,102,14428
1789163579,QWOPUS,5,22525,7615,102,14428
1789163581,QWOPUS,5,22520,7615,102,14428
1789163583,QWOPUS,5,22539,7615,102,14428
1789163585,QWOPUS,5,22537,7614,102,14429
1789163587,QWOPUS,5,22524,7612,102,14429
1789163589,QWOPUS,5,22519,7604,102,14429
1789163591,QWOPUS,5,22512,7604,102,14429
1789163593,QWOPUS,5,22508,7604,102,14429
1789163595,QWOPUS,5,22383,7595,108,14430
1789163597,QWOPUS,5,22217,7542,106,14426
1789163599,QWOPUS,5,22376,7553,106,14426
1789163601,QWOPUS,5,22379,7552,106,14426
1789163603,QWOPUS,5,22168,7466,106,14425
1789163605,QWOPUS,5,22072,7462,112,14498
1789163607,QWOPUS,5,22097,7459,112,14498
1789163609,QWOPUS,5,22160,7459,106,14496
1789163611,QWOPUS,5,22162,7458,106,14496
1789163613,QWOPUS,5,22195,7458,106,14497
1789163615,QWOPUS,5,22199,7458,106,14497
1789163617,QWOPUS,5,22205,7458,106,14497
1789163619,QWOPUS,5,22191,7458,106,14497
1789163621,QWOPUS,5,22202,7458,106,14497
1789163623,QWOPUS,5,22211,7454,108,14435
1789163625,QWOPUS,5,22198,7426,126,14499
1789163627,QWOPUS,5,22097,7386,114,14510
1789163629,QWOPUS,5,22112,7383,110,14514
1789163631,QWOPUS,5,22079,7383,108,14508
1789163633,QWOPUS,5,22010,7380,112,14468
1789163635,QWOPUS,5,22063,7381,112,14468
1789163637,QWOPUS,5,21979,7379,130,14482
1789163639,QWOPUS,5,21964,7379,130,14482
1789163641,QWOPUS,5,22004,7382,110,14470
1789163643,QWOPUS,5,22035,7392,118,14481
1789163645,QWOPUS,5,21946,7386,108,14481
1789163647,QWOPUS,5,21919,7386,104,14481
1789163649,QWOPUS,5,22015,7401,104,14477
1789163651,QWOPUS,5,21952,7401,122,14466
1789163654,QWOPUS,5,21961,7417,112,14478
1789163656,QWOPUS,5,21963,7402,110,14478
1789163658,QWOPUS,5,21930,7400,110,14478
1789163660,QWOPUS,5,22016,7400,106,14462
1789163662,QWOPUS,5,22019,7399,108,14453
1789163664,QWOPUS,5,22034,7399,106,14434
1789163666,QWOPUS,5,22072,7399,106,14434
1789163668,QWOPUS,5,22061,7398,106,14434
1789163670,QWOPUS,5,22065,7398,106,14434
1789163672,QWOPUS,5,22088,7398,106,14435
1789163674,QWOPUS,5,22129,7402,106,14435
1789163676,QWOPUS,5,22142,7402,106,14437
1789163678,QWOPUS,5,22141,7402,106,14437
1789163680,QWOPUS,5,22141,7400,106,14438
1789163682,QWOPUS,5,22150,7400,106,14438
1789163684,QWOPUS,5,22185,7400,106,14438
1789163686,QWOPUS,5,22173,7400,106,14438
1789163688,QWOPUS,5,22299,7400,106,14438
1789163690,QWOPUS,5,22304,7400,106,14438
1789163692,QWOPUS,5,22325,7400,106,14438
1789163694,QWOPUS,5,22304,7400,106,14438
1789163696,QWOPUS,5,22303,7400,106,14438
1789163698,QWOPUS,5,22312,7399,106,14438
1789163700,QWOPUS,5,22305,7399,114,14447
1789163702,QWOPUS,5,22277,7399,114,14447
1789163704,QWOPUS,5,22265,7396,108,14477
1789163706,QWOPUS,5,22335,7408,108,14467
1789163708,QWOPUS,5,22320,7408,110,14461
1789163710,QWOPUS,5,22313,7407,108,14461
1789163712,QWOPUS,5,22314,7407,106,14454
1789163714,QWOPUS,5,22314,7407,106,14454
1789163716,QWOPUS,5,22015,7321,110,14450
1789163718,QWOPUS,5,22191,7380,110,14450
1789163720,QWOPUS,5,22169,7379,110,14450
1789163722,QWOPUS,5,22155,7377,104,14448
1789163724,QWOPUS,5,22152,7377,104,14448
1789163726,QWOPUS,5,22166,7377,104,14448
1789163728,QWOPUS,5,22163,7376,104,14449
1789163730,QWOPUS,5,22143,7376,104,14449
1789163732,QWOPUS,5,22117,7376,104,14449
1789163734,QWOPUS,5,22123,7376,104,14449
1789163736,QWOPUS,5,22144,7376,104,14449
1789163738,QWOPUS,5,22171,7375,102,14447
1789163740,QWOPUS,5,22173,7375,102,14447
1789163742,QWOPUS,5,22176,7375,102,14447
1789163744,QWOPUS,5,22173,7375,102,14447
1789163746,QWOPUS,5,22184,7375,102,14447
1789163748,QWOPUS,5,22175,7375,102,14447
1789163750,QWOPUS,5,22182,7374,102,14447
1789163752,QWOPUS,5,22170,7374,104,14447
1789163754,QWOPUS,5,22177,7374,104,14447
1789163756,QWOPUS,5,22175,7374,104,14447
1789163758,QWOPUS,5,22196,7374,104,14442
1789163760,QWOPUS,5,22202,7373,104,14442
1789163762,QWOPUS,5,22171,7373,104,14442
1789163764,QWOPUS,5,22150,7373,108,14442
1789163766,QWOPUS,5,22138,7373,108,14442
1789163768,QWOPUS,5,22149,7372,104,14443
1789163770,QWOPUS,5,22173,7372,104,14443
1789163772,QWOPUS,5,22182,7375,104,14443
1789163774,QWOPUS,5,22175,7374,104,14443
1789163776,QWOPUS,5,22130,7194,104,14444
1789163778,QWOPUS,5,22145,7194,104,14444
1789163780,QWOPUS,5,22136,7194,104,14444
1789163782,QWOPUS,5,22112,7193,104,14444
1789163784,QWOPUS,5,22105,7193,104,14444
1789163786,QWOPUS,5,22100,7193,104,14445
1789163788,QWOPUS,5,22115,7193,104,14445
1789163790,QWOPUS,5,21867,7192,106,14441
1789163792,QWOPUS,5,22023,7235,106,14441
1789163794,QWOPUS,5,22025,7235,106,14441
1789163796,QWOPUS,5,22024,7234,106,14441
1789163798,QWOPUS,5,22048,7234,106,14441
1789163800,QWOPUS,5,22049,7234,106,14441
1789163802,QWOPUS,5,22032,7234,106,14441
1789163804,QWOPUS,5,22026,7234,106,14441
1789163806,QWOPUS,5,22065,7233,106,14442
1789163808,QWOPUS,5,22071,7233,106,14442
1789163810,QWOPUS,5,22081,7233,106,14442
1789163812,QWOPUS,5,22088,7228,106,14442
1789163814,QWOPUS,5,22082,7227,106,14442
1789163816,QWOPUS,5,22079,7227,106,14443
1789163818,QWOPUS,5,22082,7227,106,14443
1789163820,QWOPUS,5,22107,7227,106,14443
1789163822,QWOPUS,5,22118,7227,106,14443
1789163824,QWOPUS,5,22105,7227,106,14443
1789163826,QWOPUS,5,22075,7226,106,14444
1789163828,QWOPUS,5,22078,7226,106,14444
1789163830,QWOPUS,5,22064,7225,106,14444
1789163832,QWOPUS,5,22071,7225,106,14444
1789163834,QWOPUS,5,22069,7225,106,14444
1789163836,QWOPUS,5,22087,7222,108,14450
1789163838,QWOPUS,5,22075,7222,108,14450
1789163840,QWOPUS,5,22076,7222,104,14450
1789163842,QWOPUS,5,22083,7222,104,14450
1789163844,QWOPUS,5,22067,7222,104,14451
1789163846,QWOPUS,5,22047,7221,104,14451
1789163848,QWOPUS,5,22061,7220,104,14451
1789163850,QWOPUS,5,22056,7220,104,14451
1789163852,QWOPUS,5,22002,7196,106,14485
1789163854,QWOPUS,5,21919,7153,140,14498
1789163856,QWOPUS,5,21877,7070,140,14504
1789163858,QWOPUS,5,21867,7068,140,14518
1789163860,QWOPUS,5,21876,7068,124,14505
1789163862,QWOPUS,5,21903,7068,124,14490
1789163864,QWOPUS,5,21886,7068,124,14491
1789163866,QWOPUS,5,22029,7068,124,14478
1789163868,QWOPUS,5,21860,7068,126,14475
1789163870,QWOPUS,5,21888,7068,126,14475
1789163872,QWOPUS,5,21889,7068,126,14475
1789163874,QWOPUS,5,21889,7068,126,14476
1789163876,QWOPUS,5,21888,7068,126,14476
1789163878,QWOPUS,5,21896,7068,126,14476
1789163880,QWOPUS,5,21896,7068,118,14476
1789163882,QWOPUS,5,21907,7066,118,14476
1789163884,QWOPUS,5,21889,7066,118,14477
1789163886,QWOPUS,5,21892,7065,118,14477
1789163888,QWOPUS,5,21931,7065,118,14477
1789163890,QWOPUS,5,21913,7065,118,14477
1789163892,QWOPUS,5,21933,7065,118,14477
1789163894,QWOPUS,5,21919,7065,118,14478
1789163896,QWOPUS,5,21861,6993,114,14483
1789163898,QWOPUS,5,21864,6993,114,14483
1789163900,QWOPUS,5,21871,6993,108,14482
1789163902,QWOPUS,5,21880,6993,108,14482
1789163904,QWOPUS,5,21884,6992,108,14483
1789163906,QWOPUS,5,21877,6992,110,14483
1789163908,QWOPUS,5,21856,6992,116,14510
1789163910,QWOPUS,5,21818,6991,118,14527
1789163912,QWOPUS,5,21817,6991,112,14522
1789163914,QWOPUS,5,21831,6991,112,14518
1789163916,QWOPUS,5,21855,6989,112,14518
1789163918,QWOPUS,5,21841,6989,112,14518
1789163920,QWOPUS,5,21832,6989,112,14518
1789163922,QWOPUS,5,21815,6989,112,14519
1789163924,QWOPUS,5,21817,6989,114,14521
1789163926,QWOPUS,5,21823,6989,112,14506
1789163928,QWOPUS,5,21790,6989,112,14506
1789163930,QWOPUS,5,21854,6988,112,14506
1789163932,QWOPUS,5,21851,6987,112,14506
1789163934,QWOPUS,5,21850,6987,112,14506
1789163936,QWOPUS,5,21832,6987,112,14506
1789163938,QWOPUS,5,21844,6987,112,14506
1789163940,QWOPUS,5,22568,6987,104,1539
1789163942,QWOPUS,5,22589,6987,104,1539
